Authors,Total_Contacts,Reference_Genome,Cis_Contacts,Cis Percent,Cis/Total,Trans percent,Trans contacts,Cis/Trans
Collombet et al 2020,737174,mm10,635135,,0.862,,,
Collombet et al 2020,469048,mm10,404155,,0.862,,,
Collombet et al 2020,361342,mm10,311400,,0.862,,,
Collombet et al 2020,434405,mm10,374275,,0.862,,,
Collombet et al 2020,500318,mm10,430581,,0.861,,,
Collombet et al 2020,99784,mm10,85913,,0.861,,,
Collombet et al 2020,834191,mm10,718016,,0.861,,,
Collombet et al 2020,376532,mm10,323757,,0.86,,,
Collombet et al 2020,821901,mm10,706626,,0.86,,,
Collombet et al 2020,269269,mm10,231347,,0.859,,,
Collombet et al 2020,710451,mm10,609673,,0.858,,,
Collombet et al 2020,16267,mm10,13951,,0.858,,,
Collombet et al 2020,134982,mm10,115858,,0.858,,,
Collombet et al 2020,226877,mm10,194722,,0.858,,,
Collombet et al 2020,570597,mm10,488825,,0.857,,,
Collombet et al 2020,28,mm10,24,,0.857,,,
Collombet et al 2020,7,mm10,6,,0.857,,,
Collombet et al 2020,63,mm10,54,,0.857,,,
Collombet et al 2020,251809,mm10,215732,,0.857,,,
Collombet et al 2020,442343,mm10,378942,,0.857,,,
Collombet et al 2020,28,mm10,24,,0.857,,,
Collombet et al 2020,628536,mm10,537899,,0.856,,,
Collombet et al 2020,275620,mm10,235914,,0.856,,,
Collombet et al 2020,297212,mm10,254218,,0.855,,,
Collombet et al 2020,376979,mm10,321965,,0.854,,,
Collombet et al 2020,435887,mm10,372074,,0.854,,,
Collombet et al 2020,495690,mm10,422973,,0.853,,,
Collombet et al 2020,297865,mm10,253968,,0.853,,,
Collombet et al 2020,4449,mm10,3797,,0.853,,,
Collombet et al 2020,34,mm10,29,,0.853,,,
Collombet et al 2020,437095,mm10,372913,,0.853,,,
Collombet et al 2020,54,mm10,46,,0.852,,,
Collombet et al 2020,215167,mm10,183403,,0.852,,,
Collombet et al 2020,153506,mm10,130717,,0.852,,,
Collombet et al 2020,331972,mm10,282704,,0.852,,,
Collombet et al 2020,165097,mm10,140491,,0.851,,,
Collombet et al 2020,720032,mm10,612523,,0.851,,,
Collombet et al 2020,302827,mm10,257390,,0.85,,,
Collombet et al 2020,356079,mm10,302761,,0.85,,,
Collombet et al 2020,4064,mm10,3451,,0.849,,,
Collombet et al 2020,154692,mm10,131331,,0.849,,,
Collombet et al 2020,193051,mm10,163873,,0.849,,,
Collombet et al 2020,390791,mm10,331685,,0.849,,,
Collombet et al 2020,353452,mm10,300250,,0.849,,,
Collombet et al 2020,193197,mm10,163777,,0.848,,,
Collombet et al 2020,271439,mm10,230289,,0.848,,,
Collombet et al 2020,744461,mm10,631492,,0.848,,,
Collombet et al 2020,221896,mm10,188269,,0.848,,,
Collombet et al 2020,138908,mm10,117860,,0.848,,,
Collombet et al 2020,9562,mm10,8100,,0.847,,,
Collombet et al 2020,254628,mm10,215586,,0.847,,,
Collombet et al 2020,1613,mm10,1366,,0.847,,,
Collombet et al 2020,143,mm10,121,,0.846,,,
Collombet et al 2020,757189,mm10,640325,,0.846,,,
Collombet et al 2020,521293,mm10,441051,,0.846,,,
Collombet et al 2020,13,mm10,11,,0.846,,,
Collombet et al 2020,264711,mm10,224044,,0.846,,,
Collombet et al 2020,200,mm10,169,,0.845,,,
Collombet et al 2020,406542,mm10,343257,,0.844,,,
Collombet et al 2020,247380,mm10,208740,,0.844,,,
Collombet et al 2020,357430,mm10,301682,,0.844,,,
Collombet et al 2020,34566,mm10,29165,,0.844,,,
Collombet et al 2020,795278,mm10,670167,,0.843,,,
Collombet et al 2020,416124,mm10,350668,,0.843,,,
Collombet et al 2020,469307,mm10,395434,,0.843,,,
Collombet et al 2020,307955,mm10,259613,,0.843,,,
Collombet et al 2020,300556,mm10,253422,,0.843,,,
Collombet et al 2020,237754,mm10,200339,,0.843,,,
Collombet et al 2020,302357,mm10,254725,,0.842,,,
Collombet et al 2020,296189,mm10,249504,,0.842,,,
Collombet et al 2020,265134,mm10,222622,,0.84,,,
Collombet et al 2020,14555,mm10,12231,,0.84,,,
Collombet et al 2020,598763,mm10,503141,,0.84,,,
Collombet et al 2020,416526,mm10,349918,,0.84,,,
Collombet et al 2020,591569,mm10,496164,,0.839,,,
Collombet et al 2020,224,mm10,188,,0.839,,,
Collombet et al 2020,17483,mm10,14654,,0.838,,,
Collombet et al 2020,358245,mm10,300262,,0.838,,,
Collombet et al 2020,300887,mm10,252232,,0.838,,,
Collombet et al 2020,14993,mm10,12556,,0.837,,,
Collombet et al 2020,269021,mm10,224844,,0.836,,,
Collombet et al 2020,299776,mm10,250701,,0.836,,,
Collombet et al 2020,395238,mm10,330436,,0.836,,,
Collombet et al 2020,191311,mm10,159700,,0.835,,,
Collombet et al 2020,358102,mm10,298569,,0.834,,,
Collombet et al 2020,632869,mm10,527633,,0.834,,,
Collombet et al 2020,12,mm10,10,,0.833,,,
Collombet et al 2020,241998,mm10,201604,,0.833,,,
Collombet et al 2020,117413,mm10,97789,,0.833,,,
Collombet et al 2020,18,mm10,15,,0.833,,,
Collombet et al 2020,6,mm10,5,,0.833,,,
Collombet et al 2020,234195,mm10,195117,,0.833,,,
Collombet et al 2020,493271,mm10,410309,,0.832,,,
Collombet et al 2020,215899,mm10,179314,,0.831,,,
Collombet et al 2020,1367,mm10,1136,,0.831,,,
Collombet et al 2020,574669,mm10,477444,,0.831,,,
Collombet et al 2020,226768,mm10,188417,,0.831,,,
Collombet et al 2020,106806,mm10,88596,,0.83,,,
Collombet et al 2020,170054,mm10,141145,,0.83,,,
Collombet et al 2020,707862,mm10,587025,,0.829,,,
Collombet et al 2020,638171,mm10,528152,,0.828,,,
Collombet et al 2020,104596,mm10,86501,,0.827,,,
Collombet et al 2020,291282,mm10,240586,,0.826,,,
Collombet et al 2020,823244,mm10,679146,,0.825,,,
Collombet et al 2020,10898,mm10,8991,,0.825,,,
Collombet et al 2020,17,mm10,14,,0.824,,,
Collombet et al 2020,17,mm10,14,,0.824,,,
Collombet et al 2020,913,mm10,751,,0.823,,,
Collombet et al 2020,392353,mm10,323029,,0.823,,,
Collombet et al 2020,28,mm10,23,,0.821,,,
Collombet et al 2020,67,mm10,55,,0.821,,,
Collombet et al 2020,23647,mm10,19414,,0.821,,,
Collombet et al 2020,270476,mm10,221775,,0.82,,,
Collombet et al 2020,11,mm10,9,,0.818,,,
Collombet et al 2020,11,mm10,9,,0.818,,,
Collombet et al 2020,190380,mm10,155781,,0.818,,,
Collombet et al 2020,540294,mm10,442041,,0.818,,,
Collombet et al 2020,161860,mm10,132471,,0.818,,,
Collombet et al 2020,17489,mm10,14312,,0.818,,,
Collombet et al 2020,202658,mm10,165571,,0.817,,,
Collombet et al 2020,26232,mm10,21415,,0.816,,,
Collombet et al 2020,486725,mm10,396952,,0.816,,,
Collombet et al 2020,38,mm10,31,,0.816,,,
Collombet et al 2020,179968,mm10,146912,,0.816,,,
Collombet et al 2020,373953,mm10,305250,,0.816,,,
Collombet et al 2020,423424,mm10,345149,,0.815,,,
Collombet et al 2020,609872,mm10,497310,,0.815,,,
Collombet et al 2020,347180,mm10,282803,,0.815,,,
Collombet et al 2020,43,mm10,35,,0.814,,,
Collombet et al 2020,5188,mm10,4219,,0.813,,,
Collombet et al 2020,166193,mm10,135196,,0.813,,,
Collombet et al 2020,661849,mm10,535950,,0.81,,,
Collombet et al 2020,191012,mm10,154794,,0.81,,,
Collombet et al 2020,492783,mm10,397940,,0.808,,,
Collombet et al 2020,308541,mm10,249343,,0.808,,,
Collombet et al 2020,26,mm10,21,,0.808,,,
Collombet et al 2020,455815,mm10,367938,,0.807,,,
Collombet et al 2020,352205,mm10,283554,,0.805,,,
Collombet et al 2020,110800,mm10,89157,,0.805,,,
Collombet et al 2020,184744,mm10,148313,,0.803,,,
Collombet et al 2020,379712,mm10,303905,,0.8,,,
Collombet et al 2020,635846,mm10,508966,,0.8,,,
Collombet et al 2020,34,mm10,27,,0.794,,,
Collombet et al 2020,719088,mm10,570707,,0.794,,,
Collombet et al 2020,571480,mm10,453100,,0.793,,,
Collombet et al 2020,196739,mm10,155509,,0.79,,,
Collombet et al 2020,521335,mm10,410494,,0.787,,,
Collombet et al 2020,476922,mm10,374262,,0.785,,,
Collombet et al 2020,111,mm10,87,,0.784,,,
Collombet et al 2020,14996,mm10,11762,,0.784,,,
Collombet et al 2020,41,mm10,32,,0.78,,,
Collombet et al 2020,482199,mm10,376258,,0.78,,,
Collombet et al 2020,600495,mm10,468075,,0.779,,,
Collombet et al 2020,9,mm10,7,,0.778,,,
Collombet et al 2020,22,mm10,17,,0.773,,,
Collombet et al 2020,277078,mm10,213692,,0.771,,,
Collombet et al 2020,216517,mm10,166744,,0.77,,,
Collombet et al 2020,13,mm10,10,,0.769,,,
Collombet et al 2020,13,mm10,10,,0.769,,,
Collombet et al 2020,226495,mm10,173977,,0.768,,,
Collombet et al 2020,116802,mm10,89734,,0.768,,,
Collombet et al 2020,549312,mm10,420915,,0.766,,,
Collombet et al 2020,5884,mm10,4472,,0.76,,,
Collombet et al 2020,156179,mm10,118304,,0.757,,,
Collombet et al 2020,38454,mm10,28940,,0.753,,,
Collombet et al 2020,168083,mm10,126407,,0.752,,,
Collombet et al 2020,20,mm10,15,,0.75,,,
Collombet et al 2020,157683,mm10,117984,,0.748,,,
Collombet et al 2020,257605,mm10,191652,,0.744,,,
Collombet et al 2020,116,mm10,86,,0.741,,,
Collombet et al 2020,201841,mm10,149510,,0.741,,,
Collombet et al 2020,23,mm10,17,,0.739,,,
Collombet et al 2020,63986,mm10,47232,,0.738,,,
Collombet et al 2020,19,mm10,14,,0.737,,,
Collombet et al 2020,34,mm10,25,,0.735,,,
Collombet et al 2020,4509,mm10,3302,,0.732,,,
Collombet et al 2020,11,mm10,8,,0.727,,,
Collombet et al 2020,13530,mm10,9809,,0.725,,,
Collombet et al 2020,185,mm10,134,,0.724,,,
Collombet et al 2020,14,mm10,10,,0.714,,,
Collombet et al 2020,7,mm10,5,,0.714,,,
Collombet et al 2020,55648,mm10,39120,,0.703,,,
Collombet et al 2020,8007,mm10,5461,,0.682,,,
Collombet et al 2020,52247,mm10,35087,,0.672,,,
Collombet et al 2020,9432,mm10,6326,,0.671,,,
Collombet et al 2020,69541,mm10,46192,,0.664,,,
Collombet et al 2020,29,mm10,19,,0.655,,,
Collombet et al 2020,281107,mm10,178011,,0.633,,,
Collombet et al 2020,5,mm10,3,,0.6,,,
Collombet et al 2020,4,mm10,2,,0.5,,,
Collombet et al 2020,3,mm10,1,,0.333,,,
Collombet et al 2020,243,mm10,54,,0.222,,,
Collombet et al 2020,100633,mm10,20624,,0.205,,,
Lee et al 2019,1103981,mm10,1030014,,0.933,,,
Lee et al 2019,1082016,mm10,992209,,0.917,,,
Lee et al 2019,531695,mm10,484374,,0.911,,,
Lee et al 2019,777769,mm10,706214,,0.908,,,
Lee et al 2019,1354349,mm10,1229749,,0.908,,,
Lee et al 2019,656320,mm10,595282,,0.907,,,
Lee et al 2019,659567,mm10,598227,,0.907,,,
Lee et al 2019,1120115,mm10,1015944,,0.907,,,
Lee et al 2019,1222512,mm10,1108818,,0.907,,,
Lee et al 2019,543575,mm10,492479,,0.906,,,
Lee et al 2019,485452,mm10,439820,,0.906,,,
Lee et al 2019,1239631,mm10,1121866,,0.905,,,
Lee et al 2019,1349363,mm10,1221174,,0.905,,,
Lee et al 2019,1327332,mm10,1201235,,0.905,,,
Lee et al 2019,302533,mm10,273792,,0.905,,,
Lee et al 2019,658929,mm10,595672,,0.904,,,
Lee et al 2019,697912,mm10,629517,,0.902,,,
Lee et al 2019,1522324,mm10,1373136,,0.902,,,
Lee et al 2019,610346,mm10,549922,,0.901,,,
Lee et al 2019,651099,mm10,585989,,0.9,,,
Lee et al 2019,1067641,mm10,960877,,0.9,,,
Lee et al 2019,1550750,mm10,1392574,,0.898,,,
Lee et al 2019,480647,mm10,431621,,0.898,,,
Lee et al 2019,1880489,mm10,1688679,,0.898,,,
Lee et al 2019,735508,mm10,659751,,0.897,,,
Lee et al 2019,655373,mm10,587870,,0.897,,,
Lee et al 2019,648093,mm10,581339,,0.897,,,
Lee et al 2019,625011,mm10,560635,,0.897,,,
Lee et al 2019,1006108,mm10,901473,,0.896,,,
Lee et al 2019,901418,mm10,806769,,0.895,,,
Lee et al 2019,655901,mm10,586375,,0.894,,,
Lee et al 2019,796631,mm10,711391,,0.893,,,
Lee et al 2019,2595551,mm10,2315231,,0.892,,,
Lee et al 2019,1892525,mm10,1688132,,0.892,,,
Lee et al 2019,1806821,mm10,1608071,,0.89,,,
Lee et al 2019,1793068,mm10,1594037,,0.889,,,
Lee et al 2019,442330,mm10,393231,,0.889,,,
Lee et al 2019,614234,mm10,546054,,0.889,,,
Lee et al 2019,839731,mm10,744002,,0.886,,,
Lee et al 2019,958921,mm10,847686,,0.884,,,
Lee et al 2019,1187800,mm10,1050015,,0.884,,,
Lee et al 2019,1712132,mm10,1513525,,0.884,,,
Lee et al 2019,418523,mm10,369974,,0.884,,,
Lee et al 2019,525813,mm10,464293,,0.883,,,
Lee et al 2019,603696,mm10,531856,,0.881,,,
Lee et al 2019,882706,mm10,777664,,0.881,,,
Lee et al 2019,954590,mm10,840994,,0.881,,,
Lee et al 2019,341598,mm10,300948,,0.881,,,
Lee et al 2019,1454412,mm10,1279883,,0.88,,,
Lee et al 2019,1472910,mm10,1296161,,0.88,,,
Lee et al 2019,1019087,mm10,896797,,0.88,,,
Lee et al 2019,1416715,mm10,1246709,,0.88,,,
Lee et al 2019,480437,mm10,422785,,0.88,,,
Lee et al 2019,2074916,mm10,1823851,,0.879,,,
Lee et al 2019,1836389,mm10,1612350,,0.878,,,
Lee et al 2019,1367994,mm10,1201099,,0.878,,,
Lee et al 2019,895043,mm10,785848,,0.878,,,
Lee et al 2019,210926,mm10,184982,,0.877,,,
Lee et al 2019,277105,mm10,243021,,0.877,,,
Lee et al 2019,1727336,mm10,1514874,,0.877,,,
Lee et al 2019,1863407,mm10,1634208,,0.877,,,
Lee et al 2019,981579,mm10,860845,,0.877,,,
Lee et al 2019,934630,mm10,818736,,0.876,,,
Lee et al 2019,1062494,mm10,930745,,0.876,,,
Lee et al 2019,1457544,mm10,1276809,,0.876,,,
Lee et al 2019,954944,mm10,835576,,0.875,,,
Lee et al 2019,432186,mm10,378163,,0.875,,,
Lee et al 2019,1036499,mm10,906937,,0.875,,,
Lee et al 2019,984503,mm10,861440,,0.875,,,
Lee et al 2019,786977,mm10,687818,,0.874,,,
Lee et al 2019,270987,mm10,236843,,0.874,,,
Lee et al 2019,132696,mm10,115976,,0.874,,,
Lee et al 2019,119956,mm10,104722,,0.873,,,
Lee et al 2019,777967,mm10,679165,,0.873,,,
Lee et al 2019,1174179,mm10,1023884,,0.872,,,
Lee et al 2019,146863,mm10,128065,,0.872,,,
Lee et al 2019,589975,mm10,514458,,0.872,,,
Lee et al 2019,413322,mm10,360417,,0.872,,,
Lee et al 2019,1154348,mm10,1006591,,0.872,,,
Lee et al 2019,2412038,mm10,2103297,,0.872,,,
Lee et al 2019,2342126,mm10,2039992,,0.871,,,
Lee et al 2019,75681,mm10,65918,,0.871,,,
Lee et al 2019,1013975,mm10,883172,,0.871,,,
Lee et al 2019,757854,mm10,659333,,0.87,,,
Lee et al 2019,254836,mm10,221707,,0.87,,,
Lee et al 2019,817191,mm10,710956,,0.87,,,
Lee et al 2019,775897,mm10,675030,,0.87,,,
Lee et al 2019,1114992,mm10,970043,,0.87,,,
Lee et al 2019,911384,mm10,792904,,0.87,,,
Lee et al 2019,2403701,mm10,2091220,,0.87,,,
Lee et al 2019,849374,mm10,738106,,0.869,,,
Lee et al 2019,60932,mm10,52950,,0.869,,,
Lee et al 2019,1128666,mm10,980811,,0.869,,,
Lee et al 2019,429993,mm10,373664,,0.869,,,
Lee et al 2019,638005,mm10,554426,,0.869,,,
Lee et al 2019,2081271,mm10,1808624,,0.869,,,
Lee et al 2019,280242,mm10,243530,,0.869,,,
Lee et al 2019,1883177,mm10,1634598,,0.868,,,
Lee et al 2019,706751,mm10,613460,,0.868,,,
Lee et al 2019,1143551,mm10,992602,,0.868,,,
Lee et al 2019,439177,mm10,381206,,0.868,,,
Lee et al 2019,519660,mm10,451065,,0.868,,,
Lee et al 2019,917924,mm10,795840,,0.867,,,
Lee et al 2019,509667,mm10,441881,,0.867,,,
Lee et al 2019,604677,mm10,524255,,0.867,,,
Lee et al 2019,1047889,mm10,908520,,0.867,,,
Lee et al 2019,1191548,mm10,1033072,,0.867,,,
Lee et al 2019,909961,mm10,788936,,0.867,,,
Lee et al 2019,1705523,mm10,1478688,,0.867,,,
Lee et al 2019,542763,mm10,470576,,0.867,,,
Lee et al 2019,958633,mm10,831135,,0.867,,,
Lee et al 2019,509783,mm10,441472,,0.866,,,
Lee et al 2019,3216196,mm10,2785226,,0.866,,,
Lee et al 2019,2238787,mm10,1938790,,0.866,,,
Lee et al 2019,268708,mm10,232701,,0.866,,,
Lee et al 2019,497208,mm10,430582,,0.866,,,
Lee et al 2019,548137,mm10,474687,,0.866,,,
Lee et al 2019,910681,mm10,788650,,0.866,,,
Lee et al 2019,573346,mm10,496518,,0.866,,,
Lee et al 2019,432550,mm10,374588,,0.866,,,
Lee et al 2019,294636,mm10,255155,,0.866,,,
Lee et al 2019,1120915,mm10,970712,,0.866,,,
Lee et al 2019,914460,mm10,791922,,0.866,,,
Lee et al 2019,617121,mm10,533810,,0.865,,,
Lee et al 2019,1118469,mm10,967476,,0.865,,,
Lee et al 2019,2044173,mm10,1768210,,0.865,,,
Lee et al 2019,608010,mm10,525929,,0.865,,,
Lee et al 2019,332815,mm10,287885,,0.865,,,
Lee et al 2019,880124,mm10,761307,,0.865,,,
Lee et al 2019,233423,mm10,201911,,0.865,,,
Lee et al 2019,454499,mm10,393142,,0.865,,,
Lee et al 2019,317630,mm10,274750,,0.865,,,
Lee et al 2019,322956,mm10,279357,,0.865,,,
Lee et al 2019,1539127,mm10,1331345,,0.865,,,
Lee et al 2019,2179959,mm10,1885665,,0.865,,,
Lee et al 2019,314906,mm10,272394,,0.865,,,
Lee et al 2019,133512,mm10,115354,,0.864,,,
Lee et al 2019,470059,mm10,406131,,0.864,,,
Lee et al 2019,475465,mm10,410802,,0.864,,,
Lee et al 2019,1220346,mm10,1054379,,0.864,,,
Lee et al 2019,588586,mm10,508538,,0.864,,,
Lee et al 2019,935126,mm10,807949,,0.864,,,
Lee et al 2019,534041,mm10,461411,,0.864,,,
Lee et al 2019,719270,mm10,621449,,0.864,,,
Lee et al 2019,326954,mm10,282488,,0.864,,,
Lee et al 2019,339835,mm10,293617,,0.864,,,
Lee et al 2019,696248,mm10,601558,,0.864,,,
Lee et al 2019,710507,mm10,613878,,0.864,,,
Lee et al 2019,1015465,mm10,877362,,0.864,,,
Lee et al 2019,2214116,mm10,1912996,,0.864,,,
Lee et al 2019,1028701,mm10,888798,,0.864,,,
Lee et al 2019,403606,mm10,348716,,0.864,,,
Lee et al 2019,473949,mm10,409018,,0.863,,,
Lee et al 2019,745806,mm10,643631,,0.863,,,
Lee et al 2019,3087237,mm10,2664286,,0.863,,,
Lee et al 2019,1103687,mm10,952482,,0.863,,,
Lee et al 2019,1990999,mm10,1718232,,0.863,,,
Lee et al 2019,1233498,mm10,1064509,,0.863,,,
Lee et al 2019,1932926,mm10,1668115,,0.863,,,
Lee et al 2019,855920,mm10,738659,,0.863,,,
Lee et al 2019,1409617,mm10,1216499,,0.863,,,
Lee et al 2019,568979,mm10,491029,,0.863,,,
Lee et al 2019,61464,mm10,53043,,0.863,,,
Lee et al 2019,167112,mm10,144218,,0.863,,,
Lee et al 2019,535465,mm10,462106,,0.863,,,
Lee et al 2019,645439,mm10,557014,,0.863,,,
Lee et al 2019,590019,mm10,509186,,0.863,,,
Lee et al 2019,593938,mm10,512568,,0.863,,,
Lee et al 2019,925031,mm10,798302,,0.863,,,
Lee et al 2019,132672,mm10,114496,,0.863,,,
Lee et al 2019,1279784,mm10,1104454,,0.863,,,
Lee et al 2019,1867474,mm10,1611630,,0.863,,,
Lee et al 2019,843574,mm10,727161,,0.862,,,
Lee et al 2019,365272,mm10,314864,,0.862,,,
Lee et al 2019,548525,mm10,472829,,0.862,,,
Lee et al 2019,1120960,mm10,966268,,0.862,,,
Lee et al 2019,813557,mm10,701286,,0.862,,,
Lee et al 2019,267509,mm10,230593,,0.862,,,
Lee et al 2019,117721,mm10,101476,,0.862,,,
Lee et al 2019,424231,mm10,365687,,0.862,,,
Lee et al 2019,541654,mm10,466906,,0.862,,,
Lee et al 2019,820522,mm10,707290,,0.862,,,
Lee et al 2019,815425,mm10,702896,,0.862,,,
Lee et al 2019,1465848,mm10,1263561,,0.862,,,
Lee et al 2019,170660,mm10,147109,,0.862,,,
Lee et al 2019,480775,mm10,414428,,0.862,,,
Lee et al 2019,616822,mm10,531084,,0.861,,,
Lee et al 2019,859276,mm10,739837,,0.861,,,
Lee et al 2019,519758,mm10,447512,,0.861,,,
Lee et al 2019,1265954,mm10,1089986,,0.861,,,
Lee et al 2019,1071412,mm10,922486,,0.861,,,
Lee et al 2019,993379,mm10,855299,,0.861,,,
Lee et al 2019,1051037,mm10,904943,,0.861,,,
Lee et al 2019,1152788,mm10,992550,,0.861,,,
Lee et al 2019,682191,mm10,587366,,0.861,,,
Lee et al 2019,123794,mm10,106587,,0.861,,,
Lee et al 2019,754743,mm10,649834,,0.861,,,
Lee et al 2019,969259,mm10,834532,,0.861,,,
Lee et al 2019,792019,mm10,681928,,0.861,,,
Lee et al 2019,724007,mm10,623370,,0.861,,,
Lee et al 2019,415806,mm10,358009,,0.861,,,
Lee et al 2019,610018,mm10,525225,,0.861,,,
Lee et al 2019,642820,mm10,553468,,0.861,,,
Lee et al 2019,487674,mm10,419887,,0.861,,,
Lee et al 2019,1937657,mm10,1668323,,0.861,,,
Lee et al 2019,818668,mm10,704873,,0.861,,,
Lee et al 2019,584413,mm10,503180,,0.861,,,
Lee et al 2019,881705,mm10,759148,,0.861,,,
Lee et al 2019,855288,mm10,736403,,0.861,,,
Lee et al 2019,844700,mm10,726442,,0.86,,,
Lee et al 2019,3144987,mm10,2704689,,0.86,,,
Lee et al 2019,508431,mm10,437251,,0.86,,,
Lee et al 2019,859739,mm10,739376,,0.86,,,
Lee et al 2019,548951,mm10,472098,,0.86,,,
Lee et al 2019,568695,mm10,489078,,0.86,,,
Lee et al 2019,1172717,mm10,1008537,,0.86,,,
Lee et al 2019,571646,mm10,491616,,0.86,,,
Lee et al 2019,597038,mm10,513453,,0.86,,,
Lee et al 2019,1133247,mm10,974592,,0.86,,,
Lee et al 2019,480382,mm10,413129,,0.86,,,
Lee et al 2019,413150,mm10,355309,,0.86,,,
Lee et al 2019,762624,mm10,655857,,0.86,,,
Lee et al 2019,543763,mm10,467636,,0.86,,,
Lee et al 2019,570326,mm10,490480,,0.86,,,
Lee et al 2019,952520,mm10,819167,,0.86,,,
Lee et al 2019,1164801,mm10,1001729,,0.86,,,
Lee et al 2019,1086075,mm10,934025,,0.86,,,
Lee et al 2019,2819650,mm10,2424899,,0.86,,,
Lee et al 2019,858157,mm10,737157,,0.859,,,
Lee et al 2019,607633,mm10,521957,,0.859,,,
Lee et al 2019,497327,mm10,427204,,0.859,,,
Lee et al 2019,1095739,mm10,941240,,0.859,,,
Lee et al 2019,1236498,mm10,1062152,,0.859,,,
Lee et al 2019,609564,mm10,523615,,0.859,,,
Lee et al 2019,886389,mm10,761408,,0.859,,,
Lee et al 2019,1036510,mm10,890362,,0.859,,,
Lee et al 2019,283841,mm10,243819,,0.859,,,
Lee et al 2019,188647,mm10,162048,,0.859,,,
Lee et al 2019,592024,mm10,508549,,0.859,,,
Lee et al 2019,102317,mm10,87890,,0.859,,,
